Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3,Run #3
2.22E-12,-2.22E-12,60.7,0.02,,,,,1.04E-12,-1.04E-12,28.2,0.01,,,,,32.8,-1.12E-11,16.3,0.11,,,,
1.89E-12,-1.89E-12,61.7,0.02,,,,,1.05E-12,-1.05E-12,28.2,0.01,,,,,33,-1.14E-11,16.4,0.11,,,,
1.80E-12,-1.80E-12,62.2,0.02,,,,,1.06E-12,-1.06E-12,28.2,0.01,,,,,33.2,-1.17E-11,16.6,0.12,,,,
1.79E-12,-1.79E-12,62.5,0.02,,,,,1.08E-12,-1.08E-12,28.3,0.01,,,,,33.5,-1.22E-11,16.8,0.12,,,,
1.84E-12,-1.84E-12,62.7,0.02,,,,,1.09E-12,-1.09E-12,28.4,0.01,,,,,33.7,-1.26E-11,16.9,0.13,,,,
2.09E-12,-2.09E-12,63.7,0.02,,,,,1.11E-12,-1.11E-12,28.8,0.01,,,,,33.9,-1.29E-11,17,0.13,,,,
2.59E-12,-2.59E-12,64,0.03,,,,,1.11E-12,-1.11E-12,28.8,0.01,,,,,34.2,-1.34E-11,17.2,0.13,,,,
2.59E-12,-2.59E-12,64,0.03,,,,,1.15E-12,-1.15E-12,29.1,0.01,,,,,34.4,-1.37E-11,17.4,0.14,,,,
2.83E-12,-2.83E-12,64.3,0.03,,,,,1.18E-12,-1.18E-12,29.3,0.01,,,,,34.7,-1.43E-11,17.6,0.14,,,,
3.32E-12,-3.32E-12,65.3,0.03,,,,,1.18E-12,-1.18E-12,29.3,0.01,,,,,34.9,-1.46E-11,17.6,0.15,,,,
3.59E-12,-3.59E-12,65.6,0.04,,,,,1.22E-12,-1.22E-12,29.5,0.01,,,,,35.2,-1.49E-11,17.7,0.15,,,,
3.86E-12,-3.86E-12,66,0.04,,,,,1.25E-12,-1.25E-12,29.8,0.01,,,,,35.4,-1.50E-11,17.7,0.15,,,,
4.11E-12,-4.11E-12,66.5,0.04,,,,,1.28E-12,-1.28E-12,30,0.01,,,,,35.7,-1.52E-11,17.9,0.15,,,,
4.33E-12,-4.33E-12,66.8,0.04,,,,,1.36E-12,-1.36E-12,30,0.01,,,,,35.9,-1.53E-11,18,0.15,,,,
4.67E-12,-4.67E-12,67,0.05,,,,,1.38E-12,-1.38E-12,30.1,0.01,,,,,36.1,-1.55E-11,18,0.16,,,,
4.84E-12,-4.84E-12,68.3,0.05,,,,,1.40E-12,-1.40E-12,30.2,0.01,,,,,36.4,-1.58E-11,18.2,0.16,,,,
4.83E-12,-4.83E-12,68.7,0.05,,,,,1.45E-12,-1.45E-12,30.6,0.01,,,,,36.6,-1.60E-11,18.4,0.16,,,,
4.77E-12,-4.77E-12,69,0.05,,,,,1.47E-12,-1.47E-12,30.8,0.01,,,,,36.8,-1.63E-11,18.5,0.16,,,,
4.51E-12,-4.51E-12,69.9,0.05,,,,,1.50E-12,-1.50E-12,31,0.02,,,,,37,-1.66E-11,18.6,0.17,,,,
4.31E-12,-4.31E-12,70.3,0.04,,,,,1.55E-12,-1.55E-12,31,0.02,,,,,37.3,-1.70E-11,18.8,0.17,,,,
3.89E-12,-3.89E-12,70.6,0.04,,,,,1.61E-12,-1.61E-12,31.2,0.02,,,,,37.5,-1.73E-11,19,0.17,,,,
3.89E-12,-3.89E-12,70.6,0.04,,,,,1.66E-12,-1.66E-12,31.7,0.02,,,,,37.8,-1.77E-11,19.1,0.18,,,,
3.53E-12,-3.53E-12,71.2,0.04,,,,,1.66E-12,-1.66E-12,31.7,0.02,,,,,38,-1.80E-11,19.3,0.18,,,,
3.53E-12,-3.53E-12,71.2,0.04,,,,,1.73E-12,-1.73E-12,31.9,0.02,,,,,38.3,-1.84E-11,19.5,0.18,,,,
3.33E-12,-3.33E-12,71.4,0.03,,,,,1.76E-12,-1.76E-12,31.9,0.02,,,,,38.5,-1.86E-11,19.6,0.19,,,,
2.97E-12,-2.97E-12,72,0.03,,,,,1.81E-12,-1.81E-12,32.2,0.02,,,,,38.8,-1.89E-11,19.8,0.19,,,,
2.97E-12,-2.97E-12,72,0.03,,,,,1.83E-12,-1.83E-12,32.4,0.02,,,,,39,-1.91E-11,19.9,0.19,,,,
2.80E-12,-2.80E-12,72.3,0.03,,,,,1.84E-12,-1.84E-12,32.5,0.02,,,,,39.2,-1.93E-11,20.1,0.19,,,,
2.46E-12,-2.46E-12,72.6,0.02,,,,,1.87E-12,-1.87E-12,32.6,0.02,,,,,39.5,-1.97E-11,20.3,0.2,,,,
2.05E-12,-2.05E-12,73.4,0.02,,,,,1.91E-12,-1.91E-12,32.8,0.02,,,,,39.7,-1.99E-11,20.4,0.2,,,,
2.02E-12,-2.02E-12,73.5,0.02,,,,,1.92E-12,-1.92E-12,32.9,0.02,,,,,39.9,-2.01E-11,20.5,0.2,,,,
2.00E-12,-2.00E-12,73.7,0.02,,,,,1.94E-12,-1.94E-12,32.9,0.02,,,,,40.2,-2.03E-11,20.7,0.2,,,,
2.00E-12,-2.00E-12,73.9,0.02,,,,,1.95E-12,-1.95E-12,33,0.02,,,,,40.4,-2.05E-11,20.8,0.2,,,,
2.03E-12,-2.03E-12,74.2,0.02,,,,,1.97E-12,-1.97E-12,33.4,0.02,,,,,40.6,-2.06E-11,20.9,0.21,,,,
2.09E-12,-2.09E-12,74.3,0.02,,,,,1.97E-12,-1.97E-12,33.5,0.02,,,,,40.9,-2.08E-11,21.1,0.21,,,,
2.18E-12,-2.18E-12,74.4,0.02,,,,,2.00E-12,-2.00E-12,33.5,0.02,,,,,41,-2.08E-11,21.2,0.21,,,,
2.28E-12,-2.28E-12,74.6,0.02,,,,,2.00E-12,-2.00E-12,33.6,0.02,,,,,41.2,-2.10E-11,21.3,0.21,,,,
2.28E-12,-2.28E-12,74.6,0.02,,,,,2.00E-12,-2.00E-12,33.8,0.02,,,,,41.4,-2.11E-11,21.4,0.21,,,,
2.54E-12,-2.54E-12,75.2,0.03,,,,,2.00E-12,-2.00E-12,34.2,0.02,,,,,41.6,-2.12E-11,21.5,0.21,,,,
2.73E-12,-2.73E-12,75.3,0.03,,,,,2.00E-12,-2.00E-12,34.5,0.02,,,,,41.8,-2.13E-11,21.7,0.21,,,,
2.93E-12,-2.93E-12,75.6,0.03,,,,,1.99E-12,-1.99E-12,34.6,0.02,,,,,42,-2.14E-11,21.9,0.21,,,,
3.14E-12,-3.14E-12,75.9,0.03,,,,,1.98E-12,-1.98E-12,34.8,0.02,,,,,42.2,-2.15E-11,22.1,0.21,,,,
3.38E-12,-3.38E-12,76.2,0.03,,,,,1.96E-12,-1.96E-12,34.9,0.02,,,,,42.4,-2.16E-11,22.2,0.22,,,,
3.65E-12,-3.65E-12,76.3,0.04,,,,,1.93E-12,-1.93E-12,35.2,0.02,,,,,42.6,-2.17E-11,22.3,0.22,,,,
3.89E-12,-3.89E-12,76.3,0.04,,,,,1.92E-12,-1.92E-12,35.3,0.02,,,,,42.8,-2.17E-11,22.5,0.22,,,,
4.10E-12,-4.10E-12,76.3,0.04,,,,,1.89E-12,-1.89E-12,35.3,0.02,,,,,43,-2.18E-11,22.6,0.22,,,,
4.40E-12,-4.40E-12,76.5,0.04,,,,,1.89E-12,-1.89E-12,35.3,0.02,,,,,43.3,-2.18E-11,22.9,0.22,,,,
4.52E-12,-4.52E-12,76.6,0.05,,,,,1.87E-12,-1.87E-12,35.5,0.02,,,,,43.5,-2.18E-11,23,0.22,,,,
4.63E-12,-4.63E-12,76.7,0.05,,,,,1.85E-12,-1.85E-12,35.7,0.02,,,,,43.7,-2.18E-11,23.1,0.22,,,,
4.85E-12,-4.85E-12,76.9,0.05,,,,,1.82E-12,-1.82E-12,36,0.02,,,,,44,-2.17E-11,23.2,0.22,,,,
4.95E-12,-4.95E-12,77.2,0.05,,,,,1.79E-12,-1.79E-12,36.2,0.02,,,,,44.2,-2.17E-11,23.3,0.22,,,,
5.08E-12,-5.08E-12,77.4,0.05,,,,,1.72E-12,-1.72E-12,36.4,0.02,,,,,44.4,-2.16E-11,23.5,0.22,,,,
5.39E-12,-5.39E-12,77.9,0.05,,,,,1.69E-12,-1.69E-12,36.6,0.02,,,,,44.7,-2.15E-11,23.6,0.22,,,,
5.56E-12,-5.56E-12,78,0.06,,,,,1.66E-12,-1.66E-12,36.8,0.02,,,,,44.9,-2.15E-11,23.8,0.21,,,,
5.84E-12,-5.84E-12,78.3,0.06,,,,,1.57E-12,-1.57E-12,37.2,0.02,,,,,45.2,-2.13E-11,24.1,0.21,,,,
6.03E-12,-6.03E-12,78.7,0.06,,,,,1.52E-12,-1.52E-12,37.4,0.02,,,,,45.4,-2.12E-11,24.3,0.21,,,,
6.11E-12,-6.11E-12,78.8,0.06,,,,,1.47E-12,-1.47E-12,37.5,0.01,,,,,45.6,-2.10E-11,24.5,0.21,,,,
6.25E-12,-6.25E-12,79.3,0.06,,,,,1.39E-12,-1.39E-12,37.6,0.01,,,,,45.8,-2.08E-11,24.8,0.21,,,,
6.25E-12,-6.25E-12,79.3,0.06,,,,,1.37E-12,-1.37E-12,37.7,0.01,,,,,46.1,-2.05E-11,25.2,0.2,,,,
6.32E-12,-6.32E-12,79.6,0.06,,,,,1.34E-12,-1.34E-12,37.9,0.01,,,,,46.3,-2.03E-11,25.3,0.2,,,,
6.33E-12,-6.33E-12,79.7,0.06,,,,,1.29E-12,-1.29E-12,38.3,0.01,,,,,46.5,-2.01E-11,25.5,0.2,,,,
6.34E-12,-6.34E-12,79.7,0.06,,,,,1.26E-12,-1.26E-12,38.5,0.01,,,,,46.8,-2.00E-11,25.7,0.2,,,,
6.35E-12,-6.35E-12,79.8,0.06,,,,,1.20E-12,-1.20E-12,38.8,0.01,,,,,47,-1.99E-11,25.9,0.2,,,,
6.35E-12,-6.35E-12,79.8,0.06,,,,,1.16E-12,-1.16E-12,39.1,0.01,,,,,47.3,-1.98E-11,26.3,0.2,,,,
6.35E-12,-6.35E-12,80.1,0.06,,,,,1.15E-12,-1.15E-12,39.4,0.01,,,,,47.5,-1.98E-11,26.5,0.2,,,,
6.34E-12,-6.34E-12,80.2,0.06,,,,,1.15E-12,-1.15E-12,39.5,0.01,,,,,47.7,-1.98E-11,26.7,0.2,,,,
6.33E-12,-6.33E-12,80.4,0.06,,,,,1.15E-12,-1.15E-12,39.5,0.01,,,,,48,-2.00E-11,27.1,0.2,,,,
6.29E-12,-6.29E-12,80.4,0.06,,,,,1.16E-12,-1.16E-12,39.6,0.01,,,,,48.2,-2.03E-11,27.4,0.2,,,,
6.26E-12,-6.26E-12,80.5,0.06,,,,,1.16E-12,-1.16E-12,39.7,0.01,,,,,48.4,-2.07E-11,27.5,0.21,,,,
6.20E-12,-6.20E-12,80.8,0.06,,,,,1.18E-12,-1.18E-12,39.9,0.01,,,,,48.7,-2.12E-11,27.8,0.21,,,,
6.17E-12,-6.17E-12,80.9,0.06,,,,,1.20E-12,-1.20E-12,39.9,0.01,,,,,48.8,-2.14E-11,27.9,0.21,,,,
6.06E-12,-6.06E-12,81,0.06,,,,,1.23E-12,-1.23E-12,40,0.01,,,,,49.1,-2.23E-11,28.2,0.22,,,,
,,,,,,,,1.25E-12,-1.25E-12,40.1,0.01,,,,,49.3,-2.28E-11,28.3,0.23,,,,
,,,,,,,,1.26E-12,-1.26E-12,40.3,0.01,,,,,49.5,-2.32E-11,28.5,0.23,,,,
,,,,,,,,1.32E-12,-1.32E-12,40.7,0.01,,,,,49.8,-2.41E-11,28.7,0.24,,,,
,,,,,,,,1.37E-12,-1.37E-12,40.9,0.01,,,,,50,-2.48E-11,29,0.25,,,,
,,,,,,,,1.49E-12,-1.49E-12,41.2,0.01,,,,,50.2,-2.56E-11,29.2,0.26,,,,
,,,,,,,,1.56E-12,-1.56E-12,41.3,0.02,,,,,50.4,-2.64E-11,29.4,0.26,,,,
,,,,,,,,1.62E-12,-1.62E-12,41.4,0.02,,,,,50.6,-2.71E-11,29.6,0.27,,,,
,,,,,,,,1.73E-12,-1.73E-12,41.5,0.02,,,,,50.9,-2.85E-11,30,0.29,,,,
,,,,,,,,1.77E-12,-1.77E-12,41.6,0.02,,,,,51,-2.90E-11,30.1,0.29,,,,
,,,,,,,,1.86E-12,-1.86E-12,41.7,0.02,,,,,51.3,-3.04E-11,30.4,0.3,,,,
,,,,,,,,1.90E-12,-1.90E-12,41.8,0.02,,,,,51.5,-3.12E-11,30.5,0.31,,,,
,,,,,,,,1.96E-12,-1.96E-12,41.9,0.02,,,,,51.6,-3.16E-11,30.6,0.32,,,,
,,,,,,,,1.99E-12,-1.99E-12,42.1,0.02,,,,,51.8,-3.23E-11,30.7,0.32,,,,
,,,,,,,,2.03E-12,-2.03E-12,42.3,0.02,,,,,52.1,-3.33E-11,31,0.33,,,,
,,,,,,,,2.09E-12,-2.09E-12,42.5,0.02,,,,,52.3,-3.39E-11,31.1,0.34,,,,
,,,,,,,,2.21E-12,-2.21E-12,42.7,0.02,,,,,52.5,-3.45E-11,31.3,0.34,,,,
,,,,,,,,2.33E-12,-2.33E-12,42.8,0.02,,,,,52.7,-3.51E-11,31.6,0.35,,,,
,,,,,,,,2.38E-12,-2.38E-12,42.9,0.02,,,,,52.9,-3.58E-11,31.9,0.36,,,,
,,,,,,,,2.42E-12,-2.42E-12,43,0.02,,,,,53.2,-3.69E-11,32.2,0.37,,,,
,,,,,,,,2.50E-12,-2.50E-12,43.4,0.02,,,,,53.3,-3.71E-11,32.2,0.37,,,,
,,,,,,,,2.54E-12,-2.54E-12,43.4,0.03,,,,,53.5,-3.76E-11,32.3,0.38,,,,
,,,,,,,,2.59E-12,-2.59E-12,43.5,0.03,,,,,53.8,-3.80E-11,32.5,0.38,,,,
,,,,,,,,2.66E-12,-2.66E-12,43.8,0.03,,,,,53.9,-3.82E-11,32.6,0.38,,,,
,,,,,,,,2.69E-12,-2.69E-12,44,0.03,,,,,54.2,-3.86E-11,32.9,0.39,,,,
,,,,,,,,2.73E-12,-2.73E-12,44.2,0.03,,,,,54.4,-3.88E-11,33.2,0.39,,,,
,,,,,,,,2.79E-12,-2.79E-12,44.5,0.03,,,,,54.6,-3.90E-11,33.4,0.39,,,,
,,,,,,,,2.82E-12,-2.82E-12,44.7,0.03,,,,,54.8,-3.90E-11,33.7,0.39,,,,
,,,,,,,,2.83E-12,-2.83E-12,44.7,0.03,,,,,55.1,-3.89E-11,33.9,0.39,,,,
,,,,,,,,2.84E-12,-2.84E-12,44.8,0.03,,,,,55.3,-3.88E-11,34.2,0.39,,,,
,,,,,,,,2.86E-12,-2.86E-12,45.1,0.03,,,,,55.5,-3.86E-11,34.4,0.39,,,,
,,,,,,,,2.86E-12,-2.86E-12,45.2,0.03,,,,,55.7,-3.83E-11,34.5,0.38,,,,
,,,,,,,,2.85E-12,-2.85E-12,45.3,0.03,,,,,56,-3.78E-11,34.8,0.38,,,,
,,,,,,,,2.84E-12,-2.84E-12,45.4,0.03,,,,,56.2,-3.74E-11,35,0.37,,,,
,,,,,,,,2.84E-12,-2.84E-12,45.6,0.03,,,,,56.4,-3.70E-11,35.2,0.37,,,,
,,,,,,,,2.83E-12,-2.83E-12,45.7,0.03,,,,,56.7,-3.62E-11,35.4,0.36,,,,
,,,,,,,,2.80E-12,-2.80E-12,45.9,0.03,,,,,56.9,-3.56E-11,35.6,0.36,,,,
,,,,,,,,2.78E-12,-2.78E-12,45.9,0.03,,,,,57.1,-3.49E-11,35.8,0.35,,,,
,,,,,,,,2.74E-12,-2.74E-12,46.3,0.03,,,,,57.3,-3.42E-11,36,0.34,,,,
,,,,,,,,2.71E-12,-2.71E-12,46.6,0.03,,,,,57.5,-3.36E-11,36.1,0.34,,,,
,,,,,,,,2.66E-12,-2.66E-12,46.8,0.03,,,,,57.7,-3.30E-11,36.3,0.33,,,,
,,,,,,,,2.61E-12,-2.61E-12,47,0.03,,,,,58,-3.20E-11,36.6,0.32,,,,
,,,,,,,,2.47E-12,-2.47E-12,47.4,0.02,,,,,58.1,-3.17E-11,36.7,0.32,,,,
,,,,,,,,2.38E-12,-2.38E-12,47.5,0.02,,,,,58.3,-3.09E-11,36.9,0.31,,,,
,,,,,,,,2.30E-12,-2.30E-12,47.5,0.02,,,,,58.5,-3.01E-11,37.1,0.3,,,,
,,,,,,,,2.17E-12,-2.17E-12,47.7,0.02,,,,,58.7,-2.93E-11,37.4,0.29,,,,
,,,,,,,,2.13E-12,-2.13E-12,47.9,0.02,,,,,58.9,-2.87E-11,37.5,0.29,,,,
,,,,,,,,2.07E-12,-2.07E-12,48,0.02,,,,,59.1,-2.81E-11,37.8,0.28,,,,
,,,,,,,,1.95E-12,-1.95E-12,48.2,0.02,,,,,59.4,-2.75E-11,38.1,0.28,,,,
,,,,,,,,1.89E-12,-1.89E-12,48.2,0.02,,,,,59.6,-2.73E-11,38.2,0.27,,,,
,,,,,,,,1.79E-12,-1.79E-12,48.6,0.02,,,,,59.8,-2.74E-11,38.5,0.27,,,,
,,,,,,,,1.79E-12,-1.79E-12,48.6,0.02,,,,,60.1,-2.79E-11,38.7,0.28,,,,
,,,,,,,,1.65E-12,-1.65E-12,49,0.02,,,,,60.3,-2.84E-11,38.8,0.28,,,,
,,,,,,,,1.51E-12,-1.51E-12,49.1,0.02,,,,,60.6,-2.94E-11,39.2,0.29,,,,
,,,,,,,,1.46E-12,-1.46E-12,49.2,0.01,,,,,60.8,-3.06E-11,39.4,0.31,,,,
,,,,,,,,1.42E-12,-1.42E-12,49.4,0.01,,,,,61,-3.21E-11,39.7,0.32,,,,
,,,,,,,,1.37E-12,-1.37E-12,49.6,0.01,,,,,61.2,-3.39E-11,39.9,0.34,,,,
,,,,,,,,1.27E-12,-1.27E-12,49.7,0.01,,,,,61.6,-3.76E-11,40.4,0.38,,,,
,,,,,,,,1.23E-12,-1.23E-12,49.7,0.01,,,,,61.8,-4.06E-11,40.7,0.41,,,,
,,,,,,,,1.19E-12,-1.19E-12,49.8,0.01,,,,,62,-4.38E-11,40.8,0.44,,,,
,,,,,,,,1.15E-12,-1.15E-12,50,0.01,,,,,62.3,-4.74E-11,41.2,0.47,,,,
,,,,,,,,1.14E-12,-1.14E-12,50.2,0.01,,,,,62.5,-5.06E-11,41.4,0.51,,,,
,,,,,,,,1.09E-12,-1.09E-12,50.5,0.01,,,,,62.8,-5.54E-11,41.8,0.55,,,,
,,,,,,,,1.07E-12,-1.07E-12,50.6,0.01,,,,,62.9,-5.68E-11,41.8,0.57,,,,
,,,,,,,,1.07E-12,-1.07E-12,50.7,0.01,,,,,63.2,-6.03E-11,42,0.6,,,,
,,,,,,,,1.06E-12,-1.06E-12,50.8,0.01,,,,,63.4,-6.22E-11,42.2,0.62,,,,
,,,,,,,,1.06E-12,-1.06E-12,51,0.01,,,,,63.6,-6.43E-11,42.4,0.64,,,,
,,,,,,,,1.10E-12,-1.10E-12,51.5,0.01,,,,,63.8,-6.66E-11,42.6,0.67,,,,
,,,,,,,,1.20E-12,-1.20E-12,51.6,0.01,,,,,64.1,-6.98E-11,42.8,0.7,,,,
,,,,,,,,1.20E-12,-1.20E-12,51.6,0.01,,,,,64.3,-7.18E-11,43.1,0.72,,,,
,,,,,,,,1.24E-12,-1.24E-12,51.7,0.01,,,,,64.5,-7.38E-11,43.3,0.74,,,,
,,,,,,,,1.35E-12,-1.35E-12,52.2,0.01,,,,,64.7,-7.58E-11,43.5,0.76,,,,
,,,,,,,,1.54E-12,-1.54E-12,52.4,0.02,,,,,64.9,-7.76E-11,43.6,0.78,,,,
,,,,,,,,1.54E-12,-1.54E-12,52.4,0.02,,,,,65.2,-7.95E-11,43.7,0.8,,,,
,,,,,,,,1.63E-12,-1.63E-12,52.4,0.02,,,,,65.4,-8.07E-11,43.9,0.81,,,,
,,,,,,,,1.78E-12,-1.78E-12,52.7,0.02,,,,,65.6,-8.18E-11,44.1,0.82,,,,
,,,,,,,,1.85E-12,-1.85E-12,52.8,0.02,,,,,65.7,-8.23E-11,44.2,0.82,,,,
,,,,,,,,1.94E-12,-1.94E-12,52.9,0.02,,,,,65.9,-8.32E-11,44.4,0.83,,,,
,,,,,,,,2.11E-12,-2.11E-12,53.1,0.02,,,,,66,-8.36E-11,44.5,0.84,,,,
,,,,,,,,2.19E-12,-2.19E-12,53.1,0.02,,,,,66.2,-8.43E-11,44.6,0.84,,,,
,,,,,,,,2.34E-12,-2.34E-12,53.4,0.02,,,,,66.3,-8.47E-11,44.7,0.85,,,,
,,,,,,,,2.42E-12,-2.42E-12,53.7,0.02,,,,,66.5,-8.53E-11,44.9,0.85,,,,
,,,,,,,,2.53E-12,-2.53E-12,54,0.03,,,,,66.6,-8.55E-11,44.9,0.85,,,,
,,,,,,,,2.67E-12,-2.67E-12,54.2,0.03,,,,,66.8,-8.58E-11,45.1,0.86,,,,
,,,,,,,,2.95E-12,-2.95E-12,54.3,0.03,,,,,67,-8.61E-11,45.1,0.86,,,,
,,,,,,,,3.07E-12,-3.07E-12,54.5,0.03,,,,,67.4,-8.65E-11,45.5,0.87,,,,
,,,,,,,,3.26E-12,-3.26E-12,54.8,0.03,,,,,67.5,-8.65E-11,45.5,0.86,,,,
,,,,,,,,3.34E-12,-3.34E-12,55,0.03,,,,,67.9,-8.64E-11,45.8,0.86,,,,
,,,,,,,,3.52E-12,-3.52E-12,55.5,0.04,,,,,68,-8.63E-11,45.8,0.86,,,,
,,,,,,,,3.60E-12,-3.60E-12,55.6,0.04,,,,,68.1,-8.61E-11,45.9,0.86,,,,
,,,,,,,,3.73E-12,-3.73E-12,56.1,0.04,,,,,68.3,-8.57E-11,46,0.86,,,,
,,,,,,,,3.73E-12,-3.73E-12,56.1,0.04,,,,,68.5,-8.53E-11,46.2,0.85,,,,
,,,,,,,,3.81E-12,-3.81E-12,56.3,0.04,,,,,68.6,-8.49E-11,46.3,0.85,,,,
,,,,,,,,3.85E-12,-3.85E-12,56.6,0.04,,,,,68.9,-8.31E-11,46.5,0.83,,,,
